"","county","state","pollingplaces","pppcapita","peopleppp","plean","Totalpopulation","pctWhite","pctBlackorAfricanAmerican","pctHispanicorLatino(ofanyrace)","pctNotHispanicorLatino","Citizen,18andoverpopulation","pctUnemploymentRate","Meantraveltimetowork(minutes)","pctLessthan$10,000","pct$10,000to$14,999","pct$15,000to$24,999","pct$25,000to$34,999","pct$35,000to$49,999","pct$50,000to$74,999","pct$75,000to$99,999","pct$100,000to$149,999","pct$150,000to$199,999","pct$200,000ormore","Medianhouseholdincome(dollars)","Meanhouseholdincome(dollars)","Percapitaincome(dollars)","pctFamiliesIncomeBelowPoverty","pctPeopleIncomeBelowPoverty","pctLessthan9thgrade","pct9thto12thgrade,nodiploma","pctHighschoolgraduate(includesequivalency)","pctSomecollege,nodegree","pctAssociate'sdegree","pctBachelor'sdegree","pctGraduateorprofessionaldegree","pctHighschoolgraduateorhigher","pctBachelor'sdegreeorhigher","pctNative","pctForeignborn","popdensity","id","region"
"1","ABBEVILLE","SC",16,0.000826190230300527,1210.375,-14.3849961919269,24657,69.8,27.4,1.4,98.6,19366,7.6,27.2,11.1,9.9,13.6,13.3,15.7,16.4,8.2,8.5,2.2,1.2,36685,51486,21185,16.8,22.5,6.6,13.2,34.6,18.3,11.4,11.4,4.5,80.2,15.9,98.7,1.3,50.17429,"0500000US45001","South"
"2","ACADIA","LA",55,0.0012134583563155,824.090909090909,-28.9626865671642,62568,79.1,17.8,2.5,97.5,45325,9.1,28.2,10.2,7.5,14.9,10.7,13.2,13.5,11.2,10.9,4.7,3.1,41177,60714,22784,19.3,23.9,9.9,11.9,41.2,17.9,5.8,9.5,3.9,78.2,13.4,98.4,1.6,95.49897,"0500000US22001","South"
"3","ADAIR","IA",5,0.000909090909090909,1100,-18.4752365052866,7124,97.8,0.4,1.9,98.1,5500,3.5,23.1,4.8,4.6,10.6,11.2,17,19.1,15.5,11.8,3,2.5,51859,67912,29984,4.9,9.1,2.1,3.7,43.1,21.9,13.8,11.6,3.8,94.2,15.4,98.5,1.5,12.51426,"0500000US19001","Midwest"
"4","ADAIR","OK",17,0.00105833281454274,944.882352941176,-27.5976657480953,22113,42.3,0.3,6.6,93.4,16063,5.3,24.7,12.8,9.4,15.4,14.7,14.3,14.7,10.5,6.2,1.2,0.8,32986,45683,16851,23.2,29.3,5.1,14.6,45.6,18.6,4.5,8.7,2.8,80.2,11.6,98.3,1.7,38.54593,"0500000US40001","South"
"5","ADAMS","IA",5,0.00170415814587594,586.8,-21.1734693877551,3726,98.3,0.4,1.3,98.7,2934,2.8,20.7,5.7,5.5,8.3,15.8,15.9,22,11.6,9.8,2.6,2.9,49229,63550,27824,5.8,11.5,2.1,3.9,39.1,23,14.3,13.7,4,94.1,17.7,99.2,0.8,8.799504,"0500000US19003","Midwest"
"6","ADAMS","IL",74,0.00144740445174667,690.891891891892,-24.7948802100427,66427,93.1,4.1,1.5,98.5,51126,4.7,17.1,6.1,4.5,11.1,11.7,15.3,20.3,11.8,12.3,3.5,3.4,51398,69598,29347,8.2,12.1,2,5.4,34.5,24.9,8.4,15.6,9.2,92.6,24.8,98.4,1.6,77.6796,"0500000US17001","Midwest"
"7","ADAMS","ND",2,0.00111358574610245,898,-30.8,2351,93.1,2.1,1.7,98.3,1796,1.3,13.5,6.9,7.6,10.9,7.3,13.9,16.6,6.6,21.1,3.9,5.3,54875,74444,33652,5,8.3,1.3,3.2,33.6,23.1,10.2,18.3,10.3,95.5,28.6,96.9,3.1,2.380492,"0500000US38001","Midwest"
"8","ADAMS","NE",28,0.00121065375302663,826,-23.7707522440226,31583,93.3,0.7,9.9,90.1,23128,3.3,16.1,6.5,4.1,12,12,14.3,18.5,12.7,12.9,3.4,3.6,51536,69692,28783,7.7,13,4.1,5.9,28,24.8,12.2,15.5,9.4,90,24.9,94.3,5.7,56.07055,"0500000US31001","Midwest"
"9","ADAMS","OH",21,0.00100181280412174,998.190476190476,-28.8256713700501,27878,97.2,0.4,1,99,20962,7.1,37.4,13.4,6.8,16.7,11,14.1,14.2,9.5,9.7,2.3,2.1,36894,54039,21543,16.6,22.6,7.3,13.6,43.6,15.7,7,8.4,4.5,79.2,12.9,99.4,0.6,47.74716,"0500000US39001","Midwest"
"10","ADAMS","PA",49,0.000621370057571838,1609.34693877551,-18.8466763069103,102023,92.6,1.4,6.9,93.1,78858,4.5,28.2,3.4,3.6,7.8,10.3,13.1,20,15.6,16.3,6,4.1,64507,77987,30534,5.8,8.8,4,7.4,40.5,17.1,8.6,12.8,9.6,88.6,22.4,96,4,196.6667,"0500000US42001","Northeast"
"11","ADAMS","WI",43,0.00254845018668879,392.395348837209,-11.3452271096073,20073,92.9,2.8,3.9,96.1,16873,7.4,27.9,4.3,6.7,15.3,13.1,17.3,19.9,11.6,7.9,1.9,2,43280,57609,25591,9.1,14.8,2.5,10.3,42.8,23.6,8.3,8.3,4.1,87.1,12.4,97.4,2.6,31.08933,"0500000US55001","Midwest"
"12","AIKEN","SC",85,0.000677458176920195,1476.10588235294,-14.3886401790711,166926,70.6,24.7,5.6,94.4,125469,7.8,24.9,7.3,5.5,11.4,11,14.7,18.4,12.1,12.3,4.1,3.1,50036,66713,27526,12.9,16.1,4.2,8.4,32.2,20.7,8,16.9,9.5,87.3,26.4,95.3,4.7,155.9169,"0500000US45003","South"
"13","AITKIN","MN",54,0.00411553997408734,242.981481481481,-13.7687861271676,15834,94.8,0.6,1.4,98.6,13121,5.9,26.4,6.9,6.4,12.5,11.7,16.6,20.5,12.1,9.3,2.2,1.8,45989,58231,27646,8.6,13,2.2,6.8,37.7,24.4,11.4,12.2,5.2,91,17.4,98.7,1.3,8.691416,"0500000US27001","Midwest"
"14","ALAMANCE","NC",37,0.000319039776499703,3134.40540540541,-6.5461964441854,160576,70.2,19.1,12.4,87.6,115973,5.7,23.8,7.2,5.5,12.9,11.8,16.6,16.5,10.9,12.4,3.9,2.4,45735,64199,26215,12.7,16.8,5.6,8.8,27.6,23.9,10.1,16.8,7.2,85.5,24,92.1,7.9,379.2248,"0500000US37001","South"
"15","ALEXANDER","IL",11,0.00223259590014207,447.909090909091,-4.2422044960116,6532,62.4,33.2,1.1,98.9,4927,7,29.4,12.5,7.5,18,12.3,17.9,15.3,7.8,4.5,3.7,0.5,34709,45672,19065,22.9,30.2,4.9,14.2,37.8,22.6,9.2,8.9,2.4,80.9,11.3,99.3,0.7,27.73424,"0500000US17003","Midwest"
"16","ALEXANDER","NC",10,0.000349296168221035,2862.9,-28.6681012514865,37119,87.9,5.7,4.6,95.4,28629,6.7,24.1,6.6,5.9,14.6,11.3,16.9,16.4,12.6,10.4,2.3,3,44961,63086,24452,11.7,14.9,5.5,12.9,38.6,17.2,11.1,10.1,4.6,81.6,14.7,96.5,3.5,142.7736,"0500000US37003","South"
"17","ALFALFA","OK",8,0.00174939864421605,571.625,-39.9488134015821,5857,77.6,3.3,5.3,94.7,4573,3.4,18.8,3.9,5.8,7.6,9,14.3,23.1,14.8,12.8,4.4,4.3,59569,82421,27871,5.4,8.9,4.3,8.9,39.1,21.5,6.1,14.5,5.7,86.8,20.2,96.4,3.6,6.759729,"0500000US40003","South"
"18","ALLAMAKEE","IA",11,0.00106827231232398,936.090909090909,-12.8338962235186,13880,96.8,1.3,6.4,93.6,10297,2.5,22.5,5.1,5.1,13.5,11.9,13.9,19.4,12.5,12.7,3,3,51057,64470,27741,5.9,9.5,6.5,5.9,38.9,18.2,12,13.7,4.8,87.7,18.5,94.7,5.3,21.71995,"0500000US19005","Midwest"
"19","ALLEGHANY","NC",4,0.000463070155128502,2159.5,-24.4921875,10973,94.3,2.4,9.6,90.4,8638,5.9,24.3,8.6,9,15.9,14.1,16.1,16.9,9.4,7.4,1.2,1.4,37558,48505,21244,18.1,24.6,7,16.4,29.5,21.9,8.6,10.4,6.2,76.6,16.7,95.1,4.9,46.81254,"0500000US37005","South"
"20","ALLEGHENY","PA",1322,0.00137638510463963,726.54084720121,8.6220313603797,1225561,80.1,12.9,2,98,960487,5.3,27,6.9,4.8,10.2,9.5,12,17.1,12.4,14.6,5.9,6.6,58383,82749,36907,7.9,12.1,1.6,4.1,27.8,16.1,9.7,23.8,16.9,94.3,40.7,94.3,5.7,1678.581,"0500000US42003","Northeast"
"21","ALLEN","LA",29,0.00152816567423723,654.379310344828,-26.5295887662989,25661,73.7,19,5.9,94.1,18977,9.6,26.9,6,7.7,19,9.9,15.8,14.7,11.4,10.3,3.2,2,41009,58725,20203,15.4,18.7,6.4,13.7,42.9,18,6.3,8.6,4.2,79.9,12.7,96.1,3.9,33.68417,"0500000US22003","South"
"22","ALLEN","OH",88,0.00111576011157601,896.25,-19.6352298942464,103642,82.9,11.8,3,97,78870,6,19.1,7.4,5.9,12.1,9.9,14.3,21,12.3,11.4,3.5,2.2,50552,63678,25662,10.4,14.8,2,8.4,38.5,20.8,12.4,10.5,7.4,89.6,17.8,98.6,1.4,257.4933,"0500000US39003","Midwest"
"23","ALLENDALE","SC",8,0.00108298361987275,923.375,27.6106696935301,9214,23.5,75.7,1.5,98.5,7387,16.4,26.8,18.5,11.8,20.7,12.1,8.4,12.4,7.8,7,1.3,0.1,24560,38401,14744,20.9,26.8,8.3,14,44,17.1,7.3,7.5,1.9,77.7,9.4,99.1,0.9,22.57832,"0500000US45005","South"
"24","ANDERSON","SC",80,0.000540789011167293,1849.15,-22.7178678115584,195995,79.8,15.8,3.6,96.4,147932,5.8,23.6,7.1,6.1,12.6,11.7,14.3,17.4,12.7,12.1,3.2,2.7,47906,64057,25807,11.6,15.2,5.1,10.4,31.3,20.8,11.1,13.6,7.7,84.5,21.4,97.1,2.9,274.5598,"0500000US45007","South"
"25","ANOKA","MN",128,0.000505455363947606,1978.4140625,-5.2828434188783,347431,84.2,5.9,4.4,95.6,253237,3.7,27.9,2.5,2.1,5.8,6.7,11.3,18.2,16.8,21.5,9.2,6,79923,95333,35806,4.2,6.1,2.1,4,27.9,23.2,13.1,20.9,8.7,93.9,29.7,91.5,8.5,823.338,"0500000US27003","Midwest"
"26","ANSON","NC",11,0.00055179332831703,1812.27272727273,6.5267727930535,25306,47.7,48.7,3.9,96.1,19935,9.9,28.3,9.6,8.7,15.4,12,16.4,15.2,10.1,9.5,2,1.1,39126,50787,20124,16.1,19.8,5.3,14.2,41.5,20.7,8.7,7.2,2.4,80.5,9.6,97,3,47.61589,"0500000US37007","South"
"27","ANTELOPE","NE",8,0.00167014613778706,598.75,-37.7046548956661,6372,97.6,0.8,3.2,96.8,4790,2,16,7.1,5.9,9.6,12.4,16.3,19.9,14.8,9.5,1.9,2.4,48716,61882,26406,8.8,12.6,2.4,5.2,33,25.4,14.9,13.9,5.2,92.4,19.1,98.3,1.7,7.43319,"0500000US31003","Midwest"
"28","APPANOOSE","IA",12,0.00123698587774456,808.416666666667,-18.9755430135112,12510,97.2,0.6,1.9,98.1,9701,5.4,20.2,9.4,7.1,13.8,13,17,18.1,10,6.9,1.8,2.9,41111,61205,27546,9.4,16.1,3.1,6.1,37,25.4,11.3,12.1,5,90.9,17.1,99,1,25.15627,"0500000US19007","Midwest"
"29","APPLING","GA",9,0.000668300289596792,1496.33333333333,-29.3013856812933,18454,76,18.2,9.8,90.2,13467,5.9,22.8,9.2,7.9,14.2,13.2,14.6,18.8,8.6,9.9,2.5,1.1,39561,53155,20421,17.6,23.3,8.9,16.7,38.3,19.8,6.6,5.6,4.1,74.5,9.7,96.1,3.9,36.3072,"0500000US13001","South"
"30","ARMSTRONG","PA",68,0.00127431505565758,784.735294117647,-26.5899158567608,66331,97.6,0.9,0.7,99.3,53362,6.3,29.8,6.1,5.1,12.4,12.1,15.1,18.8,12.6,12.8,2.9,2.2,49032,62066,26465,8.6,11.7,2.7,7.9,48,15.2,9.9,10.8,5.4,89.5,16.2,99.5,0.5,101.5511,"0500000US42005","Northeast"
"31","ARTHUR","NE",1,0.00325732899022801,307,-43.4865900383142,418,95.7,0,0.7,99.3,307,1,20.3,3.1,8.8,19.7,7.3,21.2,19.2,8.3,7.3,2.1,3.1,43854,59829,26514,1.9,10.3,0,5.7,26.4,24.3,15.7,22.1,5.7,94.3,27.9,99.5,0.5,0.5843256,"0500000US31005","Midwest"
"32","ASCENSION","LA",74,0.00086011506944848,1162.63513513514,-18.6881164598339,121176,72.9,21.8,5.4,94.6,86035,6,29.5,7,3.5,7,6.3,9.7,15.6,14,20.2,9.6,7.2,76589,90486,32961,8.9,11.6,3.9,7.8,32.4,21.1,8.1,18.4,8.4,88.4,26.8,97.1,2.9,417.7708,"0500000US22005","South"
"33","ASHE","NC",17,0.000799059929494712,1251.47058823529,-22.8955316347866,26786,95.1,0.7,5,95,21275,4.6,25.7,8.7,7.1,12.6,16.1,14.6,16.9,12,9.1,1.7,1.1,40978,54238,24039,11.4,18,5.6,10.2,32.3,21.7,11.2,12.7,6.3,84.2,19,96.5,3.5,63.0169,"0500000US37009","South"
"34","ASHLAND","OH",39,0.000957431138606569,1044.46153846154,-25.2937631816812,53477,96.6,0.8,1.3,98.7,40734,4.1,23.5,5.5,4.1,9.8,12.4,15.7,20.9,14.3,12,2.9,2.4,52730,65423,25471,8,13.3,3.7,7.6,42.8,17.3,7.5,13.3,7.8,88.6,21.1,97.9,2.1,126.4347,"0500000US39005","Midwest"
"35","ASHLAND","WI",34,0.00280366125175229,356.676470588235,6.1487383798141,15712,84,0.7,2.8,97.2,12127,5.9,16.4,6.8,8.3,13.4,13,14.6,19.9,11.2,9,2,1.8,43861,55692,23505,10.1,14.3,1.6,6.3,35.6,22.2,13.2,13.3,7.8,92.1,21.1,98.8,1.2,15.03575,"0500000US55003","Midwest"
"36","ASHTABULA","OH",104,0.00137586156715924,726.817307692308,-9.9511505334876,98136,92.7,3.8,4.1,95.9,75589,7.3,25.5,9.1,6.8,13.4,11.3,14.8,19,11.5,9.8,2.7,1.6,44823,56659,22817,14.2,20.3,4.7,9.4,44.4,19.6,7.8,9.2,4.9,86,14.1,98.5,1.5,139.7804,"0500000US39007","Midwest"
"37","ASSUMPTION","LA",28,0.00160247238596692,624.035714285714,-13.0718647252231,22714,68,30,2.9,97.1,17473,7.3,28.9,11.9,5.8,12.2,12.3,11.5,14.6,11.9,13.1,2.3,4.3,44744,66086,26238,15.2,17.4,8.3,18.1,43.7,14.6,5,5.9,4.3,73.6,10.2,98.5,1.5,67.07751,"0500000US22007","South"
"38","ATHENS","OH",56,0.00103630778341167,964.964285714286,9.04631366325211,65936,90.6,2.9,1.9,98.1,54038,7.7,20.3,16.9,6.8,12.8,10.5,12.6,15.3,10.5,9,3.2,2.5,37778,55499,20745,17.4,30.6,2.4,8.1,34.9,16.7,8.3,13.5,16.2,89.6,29.7,95.4,4.6,130.9224,"0500000US39009","Midwest"
"39","ATKINSON","GA",4,0.000770712909441233,1297.5,-22.9320388349515,8265,72.2,18,24.6,75.4,5190,9.2,22.5,8.6,9.5,15.5,16.5,15.2,16.1,9.6,4.7,2.2,2,34877,51418,18565,25.2,30,15,15.8,40.3,12.6,6.3,5.1,4.8,69.1,9.9,87.3,12.7,24.116,"0500000US13003","South"
"40","ATOKA","OK",15,0.00141083521444695,708.8,-33.7056773929084,13874,72.8,3.9,3.5,96.5,10632,6,25.8,9.2,7.3,15.9,13.3,17.5,14.1,10.1,7.8,2.2,2.7,38821,56713,20733,16,20.2,4.6,12.7,40.6,21.9,5.2,10.5,4.5,82.7,15,98.5,1.5,14.22217,"0500000US40005","South"
"41","AUDUBON","IA",2,0.000442575791104227,2259.5,-16.4179104477612,5637,97.2,0.4,0.7,99.3,4519,2.5,19.4,4,4,13.4,11.6,16.4,21,15,8.9,3.7,2,50397,61362,28957,7.7,10.2,2.8,7.4,40.1,22.6,12.7,10.4,4.1,89.8,14.6,99.1,0.9,12.72572,"0500000US19009","Midwest"
"42","AUGLAIZE","OH",39,0.00113040201733283,884.641025641026,-32.4189416026151,45784,96.7,0.5,1.7,98.3,34501,3.5,19.7,4.6,4.1,8.2,9.9,13.3,20.1,15.9,16.8,4.5,2.7,61758,73661,29908,6.9,8.7,1.4,5.4,43.7,19.5,11.1,11.9,7,93.2,18.9,99,1,114.0625,"0500000US39011","Midwest"
"43","AURORA","SD",5,0.00263713080168776,379.2,-24.1248097412481,2759,92.1,1.1,7.2,92.8,1896,1.2,17.1,2.6,2.2,12.3,9.6,10.2,28.5,16.3,11.3,3.2,3.8,59293,74162,31468,5.6,7.3,10,3.2,33.6,17.4,15.4,16.3,4.3,86.8,20.6,95.9,4.1,3.894362,"0500000US46003","Midwest"
"44","AVERY","NC",19,0.00131926121372032,758,-28.8531363465632,17501,91.5,4.5,5.1,94.9,14402,4.3,21.5,7.5,8.7,16.5,13.4,16.5,16.9,8.9,6.9,1.9,2.8,38134,54926,20253,9.8,14.4,6.4,11.3,29.7,23.9,8,12.2,8.4,82.3,20.6,96.7,3.3,70.75746,"0500000US37011","South"
"45","AVOYELLES","LA",49,0.00157825232711695,633.612244897959,-18.9197530864198,40882,66.4,28.8,1.9,98.1,31047,7.2,30.1,14.1,6.9,15.2,11.1,13.2,14.3,9.5,8.5,4.6,2.7,38077,56810,21390,18.4,24,8.2,16,38.9,19,5.9,8.2,3.9,75.8,12.1,99.1,0.9,49.13496,"0500000US22009","South"
"46","BACON","GA",1,0.00012453300124533,8030,-34.6928499496475,11228,80.8,15.3,8.4,91.6,8030,5.3,19.4,10.3,9,14.9,14.2,12.6,15.4,13.2,8.9,0.6,1.1,36964,50975,19634,21.1,27.2,5.4,13.1,41.9,21.5,8,5.9,4.2,81.5,10.1,96.4,3.6,39.52342,"0500000US13005","South"
"47","BAKER","GA",5,0.00201938610662359,495.2,-4.3859649122807,3189,56.8,38.8,4.2,95.8,2476,4,27.4,17.3,6,9.2,16.2,11.1,21.2,6.9,6.2,5.2,0.6,37188,49161,22864,15.2,21.3,7.5,14.2,38.9,17.8,9.2,8.3,3.9,78.3,12.3,96,4,9.325725,"0500000US13007","South"
"48","BALDWIN","GA",14,0.000390592305331585,2560.21428571429,0.871258058339194,45286,53.8,42.1,2.2,97.8,35843,9.4,21.9,14.6,7.4,14,10.1,12.2,18,10.7,8.7,2.6,1.7,39426,53277,20305,15.1,26.2,4.3,11.3,36.4,19.5,7.7,12.1,8.8,84.4,20.9,97.3,2.7,175.0528,"0500000US13009","South"
"49","BAMBERG","SC",13,0.00112896222318715,885.769230769231,13.8806948541462,14600,36.2,61.1,2,98,11515,5.8,26.1,11.1,8.9,14.6,17.1,12.5,16.1,7.7,8.6,2.3,1,32229,47509,18873,18.3,25.9,3.6,14.1,33.2,15.6,14.7,11.6,7.1,82.3,18.7,98.6,1.4,37.11549,"0500000US45009","South"
"50","BANKS","GA",13,0.000951126719344454,1051.38461538462,-39.9677324728659,18510,93,2.7,6.7,93.3,13668,5.3,29.8,8.3,5.8,12.3,9.9,17.6,22.4,11.7,8.9,2.2,1,45373,54357,20810,11.5,13.4,7.3,15.6,40.6,17.7,6,7.5,5.3,77.1,12.8,95.1,4.9,79.76521,"0500000US13011","South"
"51","BANNER","NE",1,0.00187617260787992,533,-44.9468085106383,696,97.6,0,6,94,533,1.2,26.4,8.2,3.9,8.6,7.9,12.2,27.6,9,13.3,2.2,7.2,59625,86136,34670,5.2,9.7,0,2.9,29.2,32.9,14.2,14.2,6.4,97.1,20.7,98.7,1.3,0.9327124,"0500000US31007","Midwest"
"52","BARBOUR","WV",16,0.00120075046904315,832.8125,-28.7441294138111,16730,96,1.2,0.5,99.5,13325,8,27.5,10.4,6.2,18.8,11.5,15.4,14.9,8.6,8.1,5.1,1,39580,55171,22237,18.2,23,3.5,10.8,46.1,15.3,7.8,10.6,6,85.7,16.6,99.6,0.4,49.05312,"0500000US54001","South"
"53","BARNES","ND",15,0.00174357782169011,573.533333333333,-16.4284212739121,10836,94.5,2.4,2,98,8603,2.6,16.6,6.5,4.3,10.5,11.4,12.6,16.9,13.8,14.4,5.7,3.9,57064,73505,33868,6.4,10.5,3.1,5.5,28.2,23.5,12.5,18.7,8.6,91.4,27.2,98.3,1.7,7.264905,"0500000US38003","Midwest"
"54","BARNWELL","SC",15,0.00093167701863354,1073.33333333333,-2.6321455484982,21577,50.8,45.7,2.4,97.6,16100,8,29.4,14.9,10.4,12.1,10.8,12.7,15.6,10.3,10.4,2,0.9,36566,48742,19620,20.7,26.2,7.5,11.4,35.7,20.9,12.9,7.7,3.8,81.1,11.5,98.4,1.6,39.34688,"0500000US45011","South"
"55","BARRON","WI",78,0.00222742589525387,448.948717948718,-13.3279031882709,45252,95.2,1.4,2.5,97.5,35018,3.2,20.3,4.4,6.1,11.6,10.6,16.5,20.6,13.6,10.9,3.4,2.4,50903,66277,28326,7.4,12,3.7,6.1,37.1,19.7,13.4,13.3,6.6,90.2,19.9,97.7,2.3,52.43405,"0500000US55005","Midwest"
"56","BARROW","GA",16,0.000298262620237119,3352.75,-26.2351921409997,76887,79.6,11.5,10.4,89.6,53644,5.1,34,4.1,4,9.8,10.1,15.4,21.1,15.5,13.9,3.8,2.3,57348,68855,23638,9.8,12.1,6,10.9,34.4,22.9,8.2,12,5.6,83,17.6,92.4,7.6,477.4511,"0500000US13013","South"
"57","BARTOW","GA",16,0.000215502727456394,4640.3125,-28.4591978595598,103620,84,10.7,8.3,91.7,74245,5.6,28.6,5.9,4.1,10.8,10.5,14.2,19.9,14.8,13.3,4,2.5,55452,69380,25712,10.5,13.2,5.1,11.8,33,23.4,7.1,13.2,6.3,83,19.5,94.4,5.6,225.4955,"0500000US13015","South"
"58","BAYFIELD","WI",38,0.00310280068588226,322.289473684211,4.5654807798216,14992,86.1,0.8,1.9,98.1,12247,4.7,23.1,5.2,5.9,11.1,10.9,13.9,21.6,14.6,10.8,3.6,2.4,52910,65004,29886,7.7,11.5,1,4.1,28.8,23.4,12.2,19.8,10.8,94.9,30.5,98.1,1.9,10.14425,"0500000US55007","Midwest"
"59","BEADLE","SD",10,0.00082802020369297,1207.7,-19.9701586304382,18374,83.1,0.8,9.8,90.2,12077,1.7,13.9,3.9,5.3,8.7,16.3,14.5,22.4,12.1,12.4,2.4,2,51700,62290,26316,12.9,18.1,9.2,5.6,35.3,17.5,12.5,15.3,4.8,85.3,20.1,86.9,13.1,14.5975,"0500000US46005","Midwest"
"60","BEAUFORT","NC",21,0.0005735354362966,1743.57142857143,-12.3975629639164,47243,71.4,25.5,7.6,92.4,36615,8.9,24.6,8.9,8.3,13.7,11.2,13.8,16.9,10.8,10.1,3.5,2.7,43688,61571,26233,13.6,19.2,3.9,8.6,33.6,23.2,11.4,12.3,7.1,87.6,19.4,97,3,56.78428,"0500000US37013","South"
"61","BEAUFORT","SC",92,0.000661119015794996,1512.58695652174,-7.183586464162,182658,75.3,18.1,11.2,88.8,139158,5.9,22.8,5.1,3.3,8.2,10,13.3,19,13.5,14.3,6.4,6.9,63110,88376,36306,7.1,11.1,2.2,4.9,22.9,20.8,8.8,23.6,16.7,92.9,40.3,91.7,8.3,317.0182,"0500000US45013","South"
"62","BEAUREGARD","LA",40,0.00146934577379422,680.575,-33.6443168614585,36769,82.9,12.5,3.7,96.3,27223,7.9,30.8,7.7,7.7,11.6,8.7,13.8,16,13,14.6,4,3,50738,67939,26075,12.3,17.2,6.5,8.8,38.1,22.4,6.7,12.3,5.3,84.7,17.5,97.5,2.5,31.76965,"0500000US22011","South"
"63","BEAVER","OK",7,0.00189496480779643,527.714285714286,-41.8856615952052,5415,80.3,0.3,23,77,3694,4.5,19.9,5.6,5,12.9,9.6,14.2,21.8,12.6,13.4,3.5,1.5,51996,64538,24610,9.2,12.6,7.4,8.4,36,23.4,5.1,15.7,4,84.2,19.7,90.6,9.4,2.983985,"0500000US40007","South"
"64","BEAVER","PA",129,0.000966234233154568,1034.94573643411,-9.687972440457,166896,90.4,5.9,1.5,98.5,133508,5.1,25.6,5.7,4.6,10.7,10.9,13.5,18,13.9,15.5,4.3,2.9,55828,69994,30016,7.6,10.9,1.8,5,38.2,19.1,12.2,16.2,7.5,93.1,23.7,98.3,1.7,383.9213,"0500000US42007","Northeast"
"65","BEAVERHEAD","MT",16,0.00212794254555127,469.9375,-24.5774021352313,9393,95,0.1,4.5,95.5,7519,3.8,16,9,7.1,11.3,14.1,11,18,13.1,9.1,3.4,3.8,44809,66504,28941,5.6,15.9,1,3.5,29.2,24,6.7,24.2,11.3,95.4,35.5,96.7,3.3,1.694666,"0500000US30001","West"
"66","BECKER","MN",48,0.00190438405078357,525.104166666667,-17.6280457483839,33773,87.7,0.6,2,98,25205,3.6,22.1,5.5,4.8,8.8,10.7,13.6,20.2,15.3,13.4,3.9,3.8,59278,73240,29710,8.3,12.3,2.6,4.8,32,22.4,13.9,16.9,7.6,92.6,24.5,98.5,1.5,25.68123,"0500000US27005","Midwest"
"67","BECKHAM","OK",13,0.000788930695472752,1267.53846153846,-36.7914144193726,22621,83.8,3.8,14.5,85.5,16478,4.2,17.7,6.9,3.1,14.3,12,14.7,13.4,15.9,12.9,3.9,2.9,48725,67293,24049,7.8,14.2,2.8,10.2,38.4,23.2,8.1,12.1,5.2,87,17.3,96.3,3.7,25.08381,"0500000US40009","South"
"68","BEDFORD","PA",40,0.00103343150932672,967.65,-34.2867612191232,48611,97.6,0.5,1.2,98.8,38706,4.9,27,6.1,5.8,12.5,11.2,15.1,21.1,13.1,10.8,2.7,1.4,49146,60628,25163,8.7,12.7,3.5,9,51.2,13.8,8.3,8.4,5.8,87.5,14.2,99.3,0.7,48.02024,"0500000US42009","Northeast"
"69","BELMONT","OH",70,0.0012699564586357,787.428571428571,-20.6118489278426,68472,93.2,4.1,0.9,99.1,55120,6.1,23.7,6.3,6.7,12.1,11.1,14.3,17.6,14.2,12.3,3.2,2.2,49361,64360,26106,9,13.6,2.2,7.4,42.7,20.5,11.1,10.3,5.9,90.4,16.2,98.8,1.2,128.6764,"0500000US39013","Midwest"
"70","BELTRAMI","MN",63,0.00184658674561069,541.539682539683,-5.3797955934467,46117,73.1,1.1,2.3,97.7,34117,7.7,19.3,7.2,7.3,10.4,10.7,16.7,17.7,12.1,12.1,3.1,2.6,47410,63860,24781,13.1,18.5,2,6.7,28.1,23,12.2,17.3,10.8,91.3,28.1,98.3,1.7,18.41215,"0500000US27007","Midwest"
"71","BEN HILL","GA",2,0.000160836349014877,6217.5,-14.0239726027397,17154,60.5,36.6,6.1,93.9,12435,4.7,16.9,11.5,13.2,14,14.1,16.3,16.2,6.7,6.4,0.9,0.8,32705,43178,17563,26.7,31.6,5.4,12,44.2,17.9,8.4,7.4,4.6,82.7,12,96.9,3.1,68.58249,"0500000US13017","South"
"72","BENNETT","SD",4,0.00181488203266788,551,-11.7810760667904,3437,35.5,0.1,8.3,91.7,2204,11.8,17.1,9.9,4.6,7.1,12.5,17.8,24.5,9.5,10.1,2.5,1.5,48348,55926,16625,21.8,34.6,4.4,13.6,32.1,23.9,7.5,15.5,2.9,82,18.4,99.4,0.6,2.901299,"0500000US46007","Midwest"
"73","BENSON","ND",4,0.000890273759180948,1123.25,-2.4562394127612,6886,41.1,0,0.9,99.1,4493,5.8,17.9,14.2,6.1,10.9,9.8,13.6,17.7,12.2,10,2.1,3.5,44313,63561,21407,24.9,34.8,4.5,11,29.8,22.9,16.1,11.9,3.7,84.5,15.6,99.5,0.5,4.958797,"0500000US38005","Midwest"
"74","BENTON","IA",19,0.000976060824000822,1024.52631578947,-13.7645236250968,25626,97.5,0.6,1.4,98.6,19466,2.9,24,4.6,4,8.3,7.6,12.7,19.6,17,16.2,5.7,4.4,65475,81624,32764,6.5,9.2,1.7,4.5,36.3,21.5,13.4,16.5,6.1,93.9,22.6,99.3,0.7,35.78539,"0500000US19011","Midwest"
