"","county","state","pollingplaces","pppcapita","peopleppp","plean","Totalpopulation","pctWhite","pctBlackorAfricanAmerican","pctHispanicorLatino(ofanyrace)","pctNotHispanicorLatino","Citizen,18andoverpopulation","pctUnemploymentRate","Meantraveltimetowork(minutes)","pctLessthan$10,000","pct$10,000to$14,999","pct$15,000to$24,999","pct$25,000to$34,999","pct$35,000to$49,999","pct$50,000to$74,999","pct$75,000to$99,999","pct$100,000to$149,999","pct$150,000to$199,999","pct$200,000ormore","Medianhouseholdincome(dollars)","Meanhouseholdincome(dollars)","Percapitaincome(dollars)","pctFamiliesIncomeBelowPoverty","pctPeopleIncomeBelowPoverty","pctLessthan9thgrade","pct9thto12thgrade,nodiploma","pctHighschoolgraduate(includesequivalency)","pctSomecollege,nodegree","pctAssociate'sdegree","pctBachelor'sdegree","pctGraduateorprofessionaldegree","pctHighschoolgraduateorhigher","pctBachelor'sdegreeorhigher","pctNative","pctForeignborn","popdensity","id","region"
"646","KOSSUTH","IA",20,0.00170954782460039,584.95,-18.9726695949244,15075,97,1.1,2.4,97.6,11699,3.1,14.5,4.8,5,10.6,10.3,15.6,20.1,15.8,11.6,3.3,2.9,54146,66488,29963,6.1,9.8,1.6,4.1,37.6,23.7,14.7,15,3.3,94.4,18.3,98.7,1.3,15.4976,"0500000US19109","Midwest"
"647","LA CROSSE","WI",112,0.00120003000075002,833.3125,5.1169317118803,117850,91.1,1.5,1.9,98.1,93331,4,17.9,4.2,4.4,9.5,10.9,15.9,18.7,13.3,14.3,4.6,4.2,55479,76184,31001,5,13.2,1.8,3.6,25.4,21.4,13.5,21.6,12.7,94.6,34.3,97.1,2.9,260.8633,"0500000US55063","Midwest"
"648","LAC QUI PARLE","MN",29,0.00538133234366302,185.827586206897,-13.7298499166203,6773,96.5,0.8,2.2,97.8,5389,2.3,16.1,4.7,6.3,11,11.2,13.7,22.4,12.7,11.3,2.4,4.3,52199,69725,31686,6.1,8.5,3.1,4.2,36.8,24.2,12.6,14,5.1,92.7,19.1,97.4,2.6,8.853354,"0500000US27073","Midwest"
"649","LACKAWANNA","PA",163,0.000999748529510982,1000.25153374233,1.79291998366,211454,91.6,2.8,7.1,92.9,163041,4.8,21.3,6.8,6.8,11.8,10.6,13.3,18.3,12.2,12.7,4.3,3.4,50875,67978,28427,10.7,15.1,2.9,6.3,36.8,17.1,9.3,17.5,10.2,90.9,27.7,94.5,5.5,460.9121,"0500000US42069","Northeast"
"650","LAFAYETTE","LA",128,0.000723176099029927,1382.7890625,-17.5726558397162,240091,69.7,25.9,4.6,95.4,176997,4.8,24.5,7.8,5.3,10.8,10.3,12.1,16.6,11.6,13.5,5.8,6.2,54726,78128,30988,11.4,16.5,4.1,8.4,30.2,20,5.2,22.4,9.8,87.5,32.1,95.8,4.2,893.3861,"0500000US22055","South"
"651","LAFAYETTE","WI",45,0.00364726860106987,274.177777777778,-4.741913282863,16735,97.1,0.6,3.7,96.3,12338,2.2,25.2,4.6,5.4,8.7,10,13.6,21.8,15.6,14,3.7,2.5,59629,70488,28198,7.7,10.8,3.8,6,38.9,20,12.4,12.7,6.2,90.2,18.9,97.6,2.4,26.41306,"0500000US55065","Midwest"
"652","LAFOURCHE","LA",73,0.000996301401645945,1003.71232876712,-29.141696795602,98214,78.8,13.3,4.4,95.6,73271,6.9,29.1,7.3,5.6,11.3,11.9,11.1,17.7,12.4,13.5,5,4.1,53089,70013,27375,11.8,15.7,9.2,13.5,40.2,15.8,4.8,11.4,5.2,77.3,16.6,96.9,3.1,91.92999,"0500000US22057","South"
"653","LAKE OF THE WOODS","MN",17,0.00553205336804426,180.764705882353,-23.5785953177258,3809,93.1,0,1.7,98.3,3073,3.1,20.2,3,6,12.6,8,23,15.8,19.1,9.5,1.9,1.1,49068,59126,26526,6.7,9.2,2.7,5.7,39,26.6,6.7,15.8,3.6,91.6,19.3,98.7,1.3,2.934813,"0500000US27077","Midwest"
"654","LAKE","IL",415,0.000885367331438861,1129.47469879518,10.917817291054,703619,77.3,6.7,21.4,78.6,468732,5.6,30.4,4,2.5,6.2,6.5,9.6,15.4,12.2,17.7,10,15.9,86244,123830,44287,6.2,8.3,4.9,4.5,21.1,18.2,6.2,26.3,18.8,90.6,45,81.4,18.6,1584.936,"0500000US17097","Midwest"
"655","LAKE","MN",19,0.00219298245614035,456,1.2065235480113,10569,96.6,0.7,1.5,98.5,8664,4.4,21.1,4.2,4,7.9,8.6,16.8,20.9,15.4,15.1,5,2.1,59516,71210,33602,4.7,8.5,0.9,3.1,31.5,21.5,13.2,20.1,9.7,96,29.8,98.1,1.9,5.010748,"0500000US27075","Midwest"
"656","LAKE","MT",23,0.00103032746494647,970.565217391304,-11.1896635787421,29774,67.2,0.3,4.4,95.6,22323,6.1,19.4,9.6,6.3,11.4,12.9,13.5,18.9,10.3,10.7,3,3.6,45488,61802,24912,14.7,21.1,2.4,6.4,29.7,25.1,8.4,18.4,9.7,91.2,28,98,2,19.97629,"0500000US30047","West"
"657","LAKE","OH",162,0.000909412418531804,1099.61111111111,-8.0694429382207,230052,91.3,4.1,4.3,95.7,178137,4.4,23.2,4,3.2,8.4,9.8,14.2,19.6,14.7,15.5,5.9,4.7,63475,79897,33737,5.4,8.3,2.3,5.8,31.9,22.2,10,17.7,10.2,92,27.9,94.6,5.4,1003.41,"0500000US39085","Midwest"
"658","LAKE","SD",10,0.0010129659643436,987.2,-13.5705289672544,12574,94.6,0.4,1.5,98.5,9872,4.2,16.1,5.9,5.4,8.7,8,10.5,22.6,17.7,13.8,2.8,4.5,59232,79805,31574,3.4,12.4,2.4,5.3,34.7,16.6,8.1,23.8,9.1,92.3,32.9,98.5,1.5,22.33823,"0500000US46079","Midwest"
"659","LAMAR","GA",6,0.000414794331144141,2410.83333333333,-19.5710455764075,18513,65.8,29.1,2.4,97.6,14465,11.1,26.8,12.4,7.5,11.9,11,14.3,16,12,9.5,3.4,2,41464,55558,20874,16.5,20.2,2.4,10.9,40.1,21.8,7.6,11.3,5.9,86.7,17.1,97.5,2.5,100.8879,"0500000US13171","South"
"660","LAMOURE","ND",8,0.00248911014312383,401.75,-24.6848209783157,4100,97,0.5,1.4,98.6,3214,0.5,16.6,4.7,5.5,9.2,6.9,15.6,19.1,15.2,12,6.2,5.6,59426,82435,36584,9.3,11.6,9.5,6.4,27.7,23.2,9.1,17.8,6.2,84.1,24,98.2,1.8,3.577844,"0500000US38045","Midwest"
"661","LANCASTER","NE",196,0.000862527999155075,1159.38265306122,0.1255203018966,310094,86.4,4,6.9,93.1,227239,3.4,19.1,5.2,4.1,9.5,10.2,14,18.9,12.8,15.9,5,4.3,58009,76506,30929,8.1,13.1,2.7,3.8,21.9,21.6,11.2,24.7,14.1,93.5,38.8,92.3,7.7,370.2321,"0500000US31109","Midwest"
"662","LANCASTER","PA",242,0.00060659078433191,1648.55785123967,-10.2226132825634,538347,88.5,4.3,10.3,89.7,398951,4,23.1,4.1,3.4,8.3,9.2,13.3,20.1,15,16.3,5.7,4.6,63823,81397,30778,6.4,10,6.9,8.2,35.8,14.7,7.4,17.1,9.8,84.9,26.9,95,5,570.3637,"0500000US42071","Northeast"
"663","LANCASTER","SC",36,0.000525194759723397,1904.05555555556,-13.1984226372865,89546,73.8,21.4,5.2,94.8,68546,6.7,29.8,5.4,6.4,11.2,10,13.7,16.6,13.1,14.1,5.2,4.3,55223,76139,29271,10.9,14.5,3.9,9.7,31.9,18.6,9,17.6,9.3,86.4,26.9,96,4,163.0872,"0500000US45057","South"
"664","LANGLADE","WI",34,0.00223155683906537,448.117647058824,-16.3778877887789,19164,95.5,0.8,1.9,98.1,15236,7.2,21.6,5.7,7.7,10.5,12.5,16.5,21,12.5,10.1,2.1,1.4,46557,57685,26212,9.8,14,2.7,6.7,42.5,20.6,11,10.1,6.3,90.6,16.5,97.9,2.1,22.00992,"0500000US55067","Midwest"
"665","LANIER","GA",1,0.000130089761935736,7687,-21.1111111111111,10366,74,24.2,5.5,94.5,7687,8.7,25,19.1,6.3,9.8,12,18.3,12.6,9.4,8.4,3.6,0.6,39104,48129,18800,20.6,23.8,7,13.6,35.7,17.8,9.5,10.8,5.5,79.4,16.4,98.5,1.5,52.74348,"0500000US13173","South"
"666","LASALLE","IL",119,0.00140868412330129,709.882352941176,-7.7284132202803,110401,93.2,2.5,9.5,90.5,84476,6.8,22.7,5.7,4.8,10.3,10.5,13.8,19.6,12.9,14.9,4.5,3,56243,70670,29093,9.9,13.5,3.2,8.1,35.6,25,10.1,11.9,6.1,88.7,17.9,96.4,3.6,97.25373,"0500000US17099","Midwest"
"667","LASALLE","LA",24,0.00214247455811462,466.75,-40.6070485949387,14949,84.5,12.4,2.8,97.2,11202,3.8,43.7,11.3,8.5,13.5,14.2,12.9,12.7,13.2,7.7,3.9,2.2,36868,55924,20427,20.4,22,8.4,14.5,41.8,16.5,6.6,9.4,2.8,77.2,12.2,98,2,23.93048,"0500000US22059","South"
"668","LATIMER","OK",12,0.00147239263803681,679.166666666667,-29.5483705414421,10495,67,1,3.6,96.4,8150,8.1,24.1,8.2,9.2,15.2,11.1,13.8,17,11.6,9.5,1.7,2.8,42363,59018,23842,15.6,18.9,3.7,8.5,36.2,20.7,13.6,11.4,5.8,87.8,17.2,98.7,1.3,14.53504,"0500000US40077","South"
"669","LAURENS","GA",16,0.000450678834995212,2218.875,-14.7654333872567,47418,59.1,37.2,2.6,97.4,35502,4.8,22.8,11.9,10.5,14.5,10,15.3,15.3,9.2,8.1,3.2,2.1,37369,53522,20655,19.9,26.7,4.8,10,43.4,17.3,8.9,8.6,6.9,85.1,15.6,98.5,1.5,58.73674,"0500000US13175","South"
"670","LAURENS","SC",34,0.000667805864906802,1497.44117647059,-15.4191791480257,66710,70.1,24.7,4.7,95.3,50913,8.4,24.8,9.1,7,14.1,11.2,17.5,17.9,12,7.7,2,1.6,41578,55273,21743,15.5,19.9,6.6,12.9,35,20.3,9.8,10.1,5.3,80.5,15.4,97.5,2.5,93.46314,"0500000US45059","South"
"671","LAWRENCE","IL",24,0.00186741363211951,535.5,-27.8007227671657,16189,87,8.9,3.8,96.2,12852,6.3,19.1,5.6,4.5,12.9,13.5,18.2,15.7,14,11.1,3.4,1.2,45654,58908,22099,13.9,16.7,5.1,10.2,37,21.2,13.1,9.6,3.9,84.7,13.5,98.2,1.8,43.49799,"0500000US17101","Midwest"
"672","LAWRENCE","OH",84,0.00179169421752021,558.130952380952,-22.8246892413202,60622,95.5,2.1,1,99,46883,6.2,23.7,9.4,7.1,12.2,12.7,12.8,19.4,13.4,9.4,2.1,1.5,44372,57900,23692,14.9,18.6,3.3,10.2,43.5,18.8,9.8,9,5.3,86.5,14.3,99.2,0.8,133.714,"0500000US39087","Midwest"
"673","LAWRENCE","PA",75,0.00107853147154834,927.186666666667,-14.4775211096179,87382,93.2,3.7,1.4,98.6,69539,6.2,22.8,7.7,5.7,13.5,10.7,13.3,19.2,11.7,11.4,4.2,2.7,48860,65368,27734,10.5,14.1,2.7,7.1,43.4,16.3,9,14.3,7.1,90.2,21.4,98.4,1.6,243.9609,"0500000US42073","Northeast"
"674","LAWRENCE","SD",9,0.000443000590667454,2257.33333333333,-18.8306863564596,25234,93,0.8,3.2,96.8,20316,2.6,17,5.3,3.7,11.9,10.6,15.8,18.6,14.5,12.8,3.7,3.1,52245,71391,31744,5.7,11.8,1.9,4.4,30,21.5,7.4,23.7,10.9,93.6,34.7,97.5,2.5,31.54041,"0500000US46081","Midwest"
"675","LE FLORE","OK",37,0.00101007343506866,990.027027027027,-30.4358295208283,49909,75.7,2.1,6.9,93.1,36631,6,24.9,9.8,7.8,14.5,11.5,16.5,16.6,10.5,9.2,1.8,1.8,39769,53854,20656,17.3,21.7,5.9,11.5,40.3,17.9,9.3,9.1,6,82.5,15.1,96.6,3.4,31.40348,"0500000US40079","South"
"676","LE SUEUR","MN",27,0.00129533678756477,772,-16.5121332850417,27983,96.1,0.8,5.9,94.1,20844,3.5,26.4,2.9,4.5,7.4,7.1,13.8,20.1,16.1,17.6,6.2,4.3,67451,81478,32120,6,8.8,2.4,4.8,34.9,22.6,12.9,16.7,5.6,92.8,22.4,97.2,2.8,62.36879,"0500000US27079","Midwest"
"677","LEA","NM",15,0.000361986582364014,2762.53333333333,-26.0730593607306,70126,88.6,3.9,57.9,42.1,41438,6.4,20.6,6.4,6.8,8.9,7.6,12.2,21.6,12.8,14.6,5,4.3,59797,73825,24879,13.6,16.6,12.8,14.3,32.4,20.9,6.6,8,5,72.9,13,83.5,16.5,15.96869,"0500000US35025","West"
"678","LEBANON","PA",55,0.000525526242869564,1902.85454545455,-18.1344362621473,138674,87.1,2.4,12.6,87.4,104657,5.3,22.6,4.3,4.2,8.9,9.1,14.1,22.1,15.6,13.6,5,3.1,59114,72769,28560,8.3,10.4,4.3,8.6,44.2,15.2,7.3,12.9,7.5,87,20.3,95.9,4.1,383.2833,"0500000US42075","Northeast"
"679","LEE","GA",10,0.000470433269040787,2125.7,-27.0555877243775,29348,74.1,20.3,2.9,97.1,21257,7.4,21.5,5.9,2.1,7.5,7.6,12.8,19.5,15,20.2,5.8,3.6,65420,80451,28612,9.2,13.8,2,7.4,30.8,22.5,11.7,15.2,10.4,90.6,25.6,96.4,3.6,82.46545,"0500000US13177","South"
"680","LEE","IA",22,0.000818543736280091,1221.68181818182,-8.6163270741777,34541,93.7,2.6,3.6,96.4,26877,7.2,17.9,6.1,5.5,12.3,12.4,14.7,19.7,14.2,10.5,2.9,1.7,48571,61876,25968,11.4,15.2,1.7,6.1,41,23.5,12.1,11.3,4.4,92.2,15.7,99,1,66.73943,"0500000US19111","Midwest"
"681","LEE","IL",49,0.00180233199691029,554.836734693878,-10.9052333804809,34527,90.4,5.1,6,94,27187,4.4,21.8,5.5,4.6,9.2,11.9,12.7,19.2,15.2,12.1,5.8,3.6,57901,72909,29249,5.9,10.9,2.4,8.7,34.2,25.8,11.2,10.4,7.3,88.8,17.7,97.2,2.8,47.63373,"0500000US17103","Midwest"
"682","LEE","NC",10,0.000240465541287933,4158.6,-6.70567801166199,60125,73.4,19.8,19.2,80.8,41586,7.9,24.8,6.7,6.3,12.3,10.6,15,18.6,12.9,10.5,4.3,2.7,48873,63657,23842,11.8,16.1,7,9.6,27.2,22.9,12.4,14.1,6.8,83.4,20.9,89.7,10.3,235.727,"0500000US37105","South"
"683","LEE","SC",22,0.00157660885767522,634.272727272727,14.9712571857036,17606,32.7,65.6,2.4,97.6,13954,8.5,26.7,13.7,9,19.1,11,17,14,7.1,6.2,0.8,2,31651,45875,17544,17.4,25,6.8,14.5,42.1,16.4,7.9,8,4.4,78.7,12.3,99.1,0.9,42.92217,"0500000US45061","South"
"684","LEHIGH","PA",161,0.00060845181137238,1643.51552795031,2.4623582386107,362613,78.5,7,23.6,76.4,264606,6.5,24.3,5.1,4.1,8.9,9.4,13,18.4,13.4,15.3,6.1,6.1,62178,82847,32252,9.3,12.5,4.3,7.1,32.9,17,9.2,17.9,11.5,88.6,29.4,88.5,11.5,1050.434,"0500000US42077","Northeast"
"685","LENOIR","NC",22,0.000517440082790413,1932.59090909091,-1.782669647255,57227,55,39.4,7.6,92.4,42517,12.3,22,8.4,8.7,16.4,12.2,15.2,18.2,9.6,7.9,1.9,1.5,38387,53773,22361,18.6,23,7.5,12.1,32.1,22.4,11.3,10,4.6,80.4,14.5,95.7,4.3,143.3949,"0500000US37107","South"
"686","LEWIS AND CLARK","MT",37,0.000709614315030398,1409.21621621622,-3.8520383769483,67077,93.8,0.3,3.2,96.8,52141,3.1,16.4,4.6,4.5,8.1,9.2,12.9,20.4,14.7,16,6.1,3.5,62130,76249,32433,7.7,11.2,1.5,3.5,24.5,23.5,8.5,23.9,14.7,95,38.6,98.6,1.4,19.39549,"0500000US30049","West"
"687","LEWIS","WV",24,0.00189095493224078,528.833333333333,-29.6556411418215,16276,97.5,0.3,1.2,98.8,12692,6.1,29.6,11,6.4,9.8,16.3,15.3,20.4,8,8.5,2,2.3,39423,54338,22575,16.9,20.9,3.6,9.4,49.5,18.5,5.7,7.8,5.5,87,13.3,99.1,0.9,42.06457,"0500000US54041","South"
"688","LEXINGTON","SC",96,0.000454603571479308,2199.71875,-19.4332616089401,286316,79.3,14.6,5.9,94.1,211173,5.7,25.7,5.6,4,8.6,9.6,13.6,20.5,13.7,15,5.1,4.3,59593,76343,30316,9.4,12.7,3.5,6.9,28.7,21.5,9.3,19.5,10.5,89.6,30.1,94.9,5.1,409.6138,"0500000US45063","South"
"689","LIBERTY","GA",13,0.000301023479831427,3322,10.9050350541746,62108,46.5,41.1,12.6,87.4,43186,11.4,21.4,7.9,4.9,10.4,12.8,18.6,22.7,10.3,8.9,2.4,1.1,45959,55308,21430,14.7,16.8,2.9,6.2,32,30.2,10.4,12.5,5.8,90.9,18.3,94.4,5.6,120.2547,"0500000US13179","South"
"690","LIBERTY","MT",4,0.00223964165733483,446.5,-27.212389380531,2280,98.8,0,2.1,97.9,1786,0.5,11,5,6.3,9.3,12.8,18.8,20.2,14.8,5.6,1,6.2,47419,84026,45587,8.3,14.3,20,5,23.8,24.9,9.8,11.7,4.8,75,16.6,99.5,0.5,1.594424,"0500000US30051","West"
"691","LICKING","OH",96,0.00073595927692001,1358.77083333333,-15.178014933157,172293,91.8,3.8,1.8,98.2,130442,4.9,26,5,4.3,9,8.9,13.4,17.6,14.7,16.9,5.4,4.8,62715,79189,30338,7.8,11.4,1.8,7,34.8,21.1,9.2,17.4,8.8,91.2,26.2,97.7,2.3,252.467,"0500000US39089","Midwest"
"692","LINCOLN","GA",7,0.00112143543735982,891.714285714286,-18.4275793650794,7799,66.9,31.6,1.7,98.3,6242,4.6,33.8,7.9,11.8,12.1,13,10.8,18.8,10.6,7.8,4.4,2.7,41014,59399,26324,17.7,19.5,5.8,11.8,41.4,19.6,8,9.3,4.1,82.4,13.5,98.8,1.2,37.0708,"0500000US13181","South"
"693","LINCOLN","LA",57,0.00156946968445399,637.157894736842,-10.2249832102082,47356,53.9,40.8,3,97,36318,7.1,19.8,16,6.4,15.6,12.9,10,14.9,7.6,8.5,3.8,4.3,34154,57991,22498,18.5,29.7,3.4,8.3,27.3,18.9,5.7,21.5,15,88.4,36.5,95.4,4.6,100.3854,"0500000US22061","South"
"694","LINCOLN","MN",20,0.00455580865603645,219.5,-19.1866714439269,5707,97.8,0.3,1.9,98.1,4390,2.4,23,6.9,5.7,12.6,9,12.5,21.5,13.8,13.2,2.5,2.3,52301,64657,28504,6.7,10.4,2.9,5.8,38.3,21.9,12.8,14.2,4.1,91.3,18.4,99.3,0.7,10.63189,"0500000US27081","Midwest"
"695","LINCOLN","MT",14,0.000895255147717099,1117,-26.72748004561,19358,94.9,0.1,3,97,15638,10.4,16.5,8.8,7,17,12.4,18.3,14.5,9.6,8.3,1.8,2.1,38287,54708,24082,10.9,18.5,5.1,7.1,34.9,23.8,8.8,14.7,5.5,87.8,20.2,97.4,2.6,5.358597,"0500000US30053","West"
"696","LINCOLN","NC",23,0.000371615071414722,2690.95652173913,-24.4283388884583,81441,89.2,5,7.1,92.9,61892,6.4,29.7,6,4.8,11.6,9.4,14,18.9,13.5,12.6,4.3,4.9,53318,73030,29089,11.3,14.4,4.2,10.2,31.1,23.5,9.6,14.8,6.6,85.6,21.4,95.2,4.8,275.2861,"0500000US37109","South"
"697","LINCOLN","NE",24,0.00090096854118177,1109.91666666667,-30.6791802082642,35433,95.2,1.4,8.3,91.7,26638,2.7,14.8,7.6,4.1,9,10.5,13.3,19.6,13.6,15.3,4.1,2.9,56794,70858,30073,8.7,12.2,2.6,4.1,30,27.3,13.8,14.3,7.8,93.2,22.1,98.2,1.8,13.81871,"0500000US31111","Midwest"
"698","LINCOLN","NM",7,0.000465611281096182,2147.71428571429,-21.6664640816823,19482,93.6,0.9,32.7,67.3,15034,4.3,18.9,7.2,8.3,12.7,13.6,13.2,17.5,9.5,11.9,2.9,3.1,42267,62219,26534,10.3,16.2,3.9,4.6,29.1,24.4,8.7,20.4,8.9,91.5,29.3,91.3,8.7,4.032609,"0500000US35027","West"
"699","LINCOLN","OK",21,0.000801251478499752,1248.04761904762,-31.7073170731707,34854,85.2,1.8,3.3,96.7,26209,5.4,29,6.9,6.5,13.2,10.3,13.6,19.6,12.6,11.5,3.4,2.4,49362,63442,24454,10,14.2,3.2,10.5,39.2,24.6,7.4,10.8,4.3,86.3,15.1,99,1,36.59903,"0500000US40081","South"
"700","LINCOLN","SD",30,0.000777887258206711,1285.53333333333,-15.7433722163309,54914,94.7,1.2,2,98,38566,2.2,19.2,2.4,1.4,4.8,8.9,9.9,17.4,17.1,20.4,7.5,10.2,81422,109824,39797,1.8,3.7,2.2,3,21.7,20.2,13.6,27.3,12.1,94.8,39.4,97.5,2.5,95.12327,"0500000US46083","Midwest"
"701","LINCOLN","WI",60,0.00267308206361935,374.1,-11.0021786492375,27848,96.9,0.6,1.5,98.5,22446,3.9,22.3,4.5,5.2,9.7,10.7,15,19.6,15.7,14.6,3.1,2.1,56086,66849,29642,5.1,9.1,2.3,6.4,38.5,22.3,12.1,12.7,5.6,91.3,18.3,99.1,0.9,31.69212,"0500000US55069","Midwest"
"702","LINCOLN","WV",16,0.000982318271119843,1018,-28.4362991427727,21078,98.7,0.4,0.9,99.1,16288,6.8,36.8,9.3,9.6,16.3,12.6,14.4,16.3,11.2,8.5,1.3,0.5,37679,49783,19423,18.3,25.1,9.4,9.8,46.8,19.9,5.5,5.9,2.8,80.9,8.7,99.6,0.4,48.22895,"0500000US54043","South"
"703","LINN","IA",86,0.000521483924954825,1917.60465116279,4.91264849755419,222121,88.4,5.3,3.2,96.8,164914,3.5,18.6,4.1,3.7,8.5,8.9,13,19.2,14.1,16.9,6.6,5,64862,82910,34289,6.7,9.5,1.7,3.7,27.1,22.3,12.2,23.3,9.7,94.7,33,95.9,4.1,309.7537,"0500000US19113","Midwest"
"704","LIVINGSTON","IL",46,0.00164039654803509,609.608695652174,-21.7307286908861,36324,92.9,4,4.5,95.5,28042,5.4,19.7,5.2,4.3,12.6,11.5,11.3,18.2,14.3,15.9,4,2.7,56200,70341,28236,10,13.8,3.1,7.6,43.1,22.4,8.1,10,5.8,89.3,15.7,97.9,2.1,34.80555,"0500000US17105","Midwest"
"705","LIVINGSTON","LA",79,0.000784703253041967,1274.36708860759,-37.5389966651128,138111,91,6,3.6,96.4,100675,4.7,34.2,5.2,3.9,9,9.4,11.9,18.9,13,16.8,7.6,4.3,63159,79423,28995,9.4,11.9,4.9,9.5,39,21.8,6.5,12.8,5.5,85.6,18.3,97.7,2.3,213.0785,"0500000US22063","South"
"706","LOGAN","IL",29,0.00124319458138638,804.379310344828,-21.1762658778493,29207,88.4,6.3,3.4,96.6,23327,5.6,21,4.5,4.1,8.3,10.5,14.5,22.4,14,14,4.6,3,57899,72129,27187,5.1,8.5,3,8.1,35,24.4,9.2,14.5,5.9,88.9,20.4,98.5,1.5,47.25512,"0500000US17107","Midwest"
"707","LOGAN","ND",5,0.00323206205559147,309.4,-38.622754491018,1927,98.7,0.1,1.2,98.8,1547,0.9,12.9,5.1,6.6,7.8,8.3,16.3,19.7,14.4,14.4,3.6,3.9,58144,73805,33396,6.1,7.5,9.6,3.8,36.1,22.8,11.3,14.1,2.3,86.6,16.4,99,1,1.940985,"0500000US38047","Midwest"
"708","LOGAN","NE",1,0.00162866449511401,614,-42.5925925925926,886,98.6,0,2.9,97.1,614,0,27.2,2.1,4.4,8.8,12.6,20.8,16.1,20.8,9.1,4.4,0.9,51607,63671,24813,3.5,7.9,1.5,5.8,28,28.7,16.2,18.1,1.5,92.6,19.7,97.2,2.8,1.552587,"0500000US31113","Midwest"
"709","LOGAN","OH",36,0.00104791290679397,954.277777777778,-27.4461269656377,45307,94.7,1.7,1.5,98.5,34354,4.9,21.9,6.7,5.2,9,9.9,14.3,20,14.4,15.1,3.4,2,55150,67609,27840,9.7,13.4,2.4,6.3,49,18.3,8,11,5.1,91.3,16,98.7,1.3,98.82778,"0500000US39091","Midwest"
"710","LOGAN","OK",22,0.00064083891639965,1560.45454545455,-26.2429394329176,46044,82.9,8.6,6,94,34330,4.9,27.7,5.4,4.3,11.9,8.5,11.5,17.3,13.4,15,6.8,5.9,62035,80690,29387,8.9,12.9,2.9,6.9,32.1,22,8.6,18.2,9.4,90.2,27.6,97.1,2.9,61.90091,"0500000US40083","South"
"711","LOGAN","WV",38,0.00141843971631206,705,-32.5506714488281,33801,96.6,1.7,0.9,99.1,26790,13.2,27.3,13.9,6.5,12.9,14.5,11.8,17.6,10.6,8.8,2,1.5,38123,52773,21672,19.5,23.3,6.4,13.4,43.9,19.3,7,5.6,4.3,80.2,10,99.7,0.3,74.4923,"0500000US54045","South"
"712","LONG","GA",7,0.000575847318196775,1736.57142857143,-15.88058203713,18156,64.7,23.7,11.3,88.7,12156,15.1,30.2,6.4,5,10.7,5.2,16.2,25.5,14.7,13.6,0.8,1.9,55439,62282,21695,14.1,20,4.5,10.4,31.5,29.6,8.5,8.4,7.1,85.2,15.5,93.6,6.4,45.34543,"0500000US13183","South"
"713","LORAIN","OH",191,0.000813780586007235,1228.83246073298,0.0489657389341005,306713,85.1,8.5,9.8,90.2,234707,6.3,24.5,6.8,4.4,9.7,9.1,13.7,18.9,13.7,14.4,5,4.3,56965,74676,29777,10.1,13.7,2.2,8.1,31.5,23.8,10.3,15.1,8.9,89.7,24,97.1,2.9,624.3977,"0500000US39093","Midwest"
"714","LOS ALAMOS","NM",6,0.000442837109749797,2258.16666666667,12.3472704853716,18356,85.5,0.2,17.6,82.4,13549,3.5,16.2,3.7,2.3,2.7,3,6.2,10.7,14.5,23.5,16.3,17.1,115248,133593,56410,3.5,5.3,0.5,1.6,9.9,13.1,8.4,27.3,39.2,97.8,66.5,90.7,9.3,168.095,"0500000US35028","West"
"715","LOUISA","IA",5,0.000633392449961996,1578.8,-15.062539749841,11223,91.2,1.1,15.8,84.2,7894,5.1,23.8,4.8,7.1,8.7,11.7,14.8,18.9,14.7,12.7,4.2,2.5,53943,67785,27041,8.7,11.1,7.1,11,36.5,19.7,11.5,9.8,4.4,81.9,14.2,90.1,9.9,27.93377,"0500000US19115","Midwest"
"716","LOUP","NE",1,0.00201207243460765,497,-37.0619946091644,585,99.7,0,1.7,98.3,497,0.7,26.3,1.8,5,19.7,12.9,10,23.3,10.4,11.8,4.3,0.7,53125,61984,28299,4.1,8.2,0.9,1.3,35.4,29.3,10,17.4,5.9,97.8,23.2,100,0,1.038115,"0500000US31115","Midwest"
"717","LOVE","OK",12,0.00168208578637511,594.5,-29.9015586546349,9933,83.2,2.5,15.2,84.8,7134,4.3,22.6,6.6,5.9,9.4,10.1,17.2,20.7,15,11.9,2.5,0.9,52007,60758,21704,9.1,13.5,6.4,9.4,42.8,21.3,5.6,10.4,4.1,84.2,14.5,94.5,5.5,19.32509,"0500000US40085","South"
"718","LOWNDES","GA",9,0.000106317629825639,9405.77777777778,-8.95256001525929,114582,57.8,36.4,5.5,94.5,84652,7.6,19.7,15.4,6.6,11.5,10.8,13.4,15.9,10.1,11,2.7,2.7,41390,61069,23077,18.4,25.2,4,10.9,30,21.2,8.4,14.8,10.7,85.1,25.6,95.8,4.2,230.476,"0500000US13185","South"
"719","LUCAS","IA",7,0.00108864696734059,918.571428571429,-19.8979591836735,8597,99.1,0.2,1.8,98.2,6430,4.9,21.2,5.1,5.5,12.9,11.3,15,18.9,13.2,11.3,3.9,2.9,50206,69054,28900,8.8,11.9,2.1,5.1,41.6,23.9,10.3,13.8,3.2,92.8,17,96.9,3.1,19.96501,"0500000US19117","Midwest"
